id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,noncomm_positions_long_old,noncomm_positions_short_old,noncomm_positions_spread,comm_positions_long_old,comm_positions_short_old,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,noncomm_positions_long_other,noncomm_positions_short_other,noncomm_positions_spread_1,comm_positions_long_other,comm_positions_short_other,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_noncomm_long_all,change_in_noncomm_short_all,change_in_noncomm_spead_all,change_in_comm_long_all,change_in_comm_short_all,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_noncomm_long_all,pct_of_oi_noncomm_short_all,pct_of_oi_noncomm_spread,pct_of_oi_comm_long_all,pct_of_oi_comm_short_all,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_noncomm_long_old,pct_of_oi_noncomm_short_old,pct_of_oi_noncomm_spread_1,pct_of_oi_comm_long_old,pct_of_oi_comm_short_old,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_noncomm_long_other,pct_of_oi_noncomm_short_other,pct_of_oi_noncomm_spread_2,pct_of_oi_comm_long_other,pct_of_oi_comm_short_other,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_noncomm_long_all,traders_noncomm_short_all,traders_noncomm_spread_all,traders_comm_long_all,traders_comm_short_all,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_noncomm_long_old,traders_noncomm_short_old,traders_noncomm_spead_old,traders_comm_long_old,traders_comm_short_old,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_noncomm_long_other,traders_noncomm_short_other,traders_noncomm_spread_other,traders_comm_long_other,traders_comm_short_other,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
210810146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-08-10T00:00:00.000,2021 Report Week 32,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3794,2301,3161,220,0,99,2521,3480,1273,314,3794,2301,3161,220,0,99,2521,3480,1273,314,0,0,0,0,0,0,0,0,0,0,293,154,329,0,0,-5,154,324,139,-31,100.0,60.6,83.3,5.8,0.0,2.6,66.4,91.7,33.6,8.3,100.0,60.6,83.3,5.8,0.0,2.6,66.4,91.7,33.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,26,16,6,0,2,29,22,45,26,16,6,0,2,29,22,0,0,0,0,0,0,0,0,29.6,63.9,41.9,77.1,29.6,63.9,40.6,76.2,29.6,63.9,41.9,77.1,29.6,63.9,40.6,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210803146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-08-03T00:00:00.000,2021 Report Week 31,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3501,2147,2832,220,0,104,2367,3156,1134,345,3501,2147,2832,220,0,104,2367,3156,1134,345,0,0,0,0,0,0,0,0,0,0,368,347,392,40,0,-1,387,431,-19,-63,100.0,61.3,80.9,6.3,0.0,3.0,67.6,90.1,32.4,9.9,100.0,61.3,80.9,6.3,0.0,3.0,67.6,90.1,32.4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,22,18,5,0,2,26,23,44,22,18,5,0,2,26,23,0,0,0,0,0,0,0,0,33.5,56.5,47.3,70.1,33.5,56.5,46.4,69.6,33.5,56.5,47.3,70.1,33.5,56.5,46.4,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210727146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-07-27T00:00:00.000,2021 Report Week 30,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3133,1800,2440,180,0,105,1980,2725,1153,408,3133,1800,2440,180,0,105,1980,2725,1153,408,0,0,0,0,0,0,0,0,0,0,-134,-267,-45,-1,0,-14,-268,-60,134,-74,100.0,57.5,77.9,5.7,0.0,3.4,63.2,87.0,36.8,13.0,100.0,57.5,77.9,5.7,0.0,3.4,63.2,87.0,36.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,22,16,6,0,2,24,23,41,22,16,6,0,2,24,23,0,0,0,0,0,0,0,0,30.7,51.2,42.8,64.7,30.7,51.2,41.9,64.7,30.7,51.2,42.8,64.7,30.7,51.2,41.9,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210720146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-07-20T00:00:00.000,2021 Report Week 29,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3267,2067,2485,181,0,119,2248,2785,1019,482,3267,2067,2485,181,0,119,2248,2785,1019,482,0,0,0,0,0,0,0,0,0,0,15,-34,-12,34,0,45,0,67,15,-52,100.0,63.3,76.1,5.5,0.0,3.6,68.8,85.2,31.2,14.8,100.0,63.3,76.1,5.5,0.0,3.6,68.8,85.2,31.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,20,19,8,0,2,27,23,42,20,19,8,0,2,27,23,0,0,0,0,0,0,0,0,35.7,47.1,49.8,62.3,35.7,46.8,49.8,61.3,35.7,47.1,49.8,62.3,35.7,46.8,49.8,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210713146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-07-13T00:00:00.000,2021 Report Week 28,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3252,2101,2497,147,0,74,2248,2718,1004,534,3252,2101,2497,147,0,74,2248,2718,1004,534,0,0,0,0,0,0,0,0,0,0,-176,-88,-380,61,0,3,-27,-316,-149,140,100.0,64.6,76.8,4.5,0.0,2.3,69.1,83.6,30.9,16.4,100.0,64.6,76.8,4.5,0.0,2.3,69.1,83.6,30.9,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,21,20,4,0,1,24,23,43,21,20,4,0,1,24,23,0,0,0,0,0,0,0,0,37.8,46.0,48.5,61.0,37.8,46.0,48.5,61.0,37.8,46.0,48.5,61.0,37.8,46.0,48.5,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210706146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-07-06T00:00:00.000,2021 Report Week 27,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3428,2189,2877,86,0,71,2275,3034,1153,394,3428,2189,2877,86,0,71,2275,3034,1153,394,0,0,0,0,0,0,0,0,0,0,695,661,619,-12,0,11,649,618,46,77,100.0,63.9,83.9,2.5,0.0,2.1,66.4,88.5,33.6,11.5,100.0,63.9,83.9,2.5,0.0,2.1,66.4,88.5,33.6,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,21,22,4,0,1,24,25,45,21,22,4,0,1,24,25,0,0,0,0,0,0,0,0,35.9,47.5,47.3,62.9,35.9,47.5,47.3,62.9,35.9,47.5,47.3,62.9,35.9,47.5,47.3,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210629146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-06-29T00:00:00.000,2021 Report Week 26,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2733,1528,2258,98,0,60,1626,2416,1107,317,2733,1528,2258,98,0,60,1626,2416,1107,317,0,0,0,0,0,0,0,0,0,0,-163,-176,-181,11,0,0,-165,-170,2,7,100.0,55.9,82.6,3.6,0.0,2.2,59.5,88.4,40.5,11.6,100.0,55.9,82.6,3.6,0.0,2.2,59.5,88.4,40.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,19,20,7,0,1,22,25,40,19,20,7,0,1,22,25,0,0,0,0,0,0,0,0,31.5,50.4,42.6,65.5,31.5,50.4,42.6,65.5,31.5,50.4,42.6,65.5,31.5,50.4,42.6,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210622146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-06-22T00:00:00.000,2021 Report Week 25,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2896,1704,2439,87,0,60,1791,2586,1105,310,2896,1704,2439,87,0,60,1791,2586,1105,310,0,0,0,0,0,0,0,0,0,0,-574,-341,-400,-68,-42,10,-451,-458,-123,-116,100.0,58.8,84.2,3.0,0.0,2.1,61.8,89.3,38.2,10.7,100.0,58.8,84.2,3.0,0.0,2.1,61.8,89.3,38.2,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,20,19,5,0,1,23,23,41,20,19,5,0,1,23,23,0,0,0,0,0,0,0,0,36.2,50.9,45.5,65.6,36.2,50.9,45.3,65.5,36.2,50.9,45.5,65.6,36.2,50.9,45.3,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210615146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-06-15T00:00:00.000,2021 Report Week 24,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3470,2045,2839,155,42,50,2242,3044,1228,426,3470,2045,2839,155,42,50,2242,3044,1228,426,0,0,0,0,0,0,0,0,0,0,-57,-22,-18,-56,-18,0,-96,-74,39,17,100.0,58.9,81.8,4.5,1.2,1.4,64.6,87.7,35.4,12.3,100.0,58.9,81.8,4.5,1.2,1.4,64.6,87.7,35.4,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,23,17,6,1,1,28,20,42,23,17,6,1,1,28,20,0,0,0,0,0,0,0,0,32.0,53.5,43.1,71.3,32.0,53.1,42.6,70.8,32.0,53.5,43.1,71.3,32.0,53.1,42.6,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210608146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-06-08T00:00:00.000,2021 Report Week 23,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3527,2067,2857,211,60,50,2338,3118,1189,409,3527,2067,2857,211,60,50,2338,3118,1189,409,0,0,0,0,0,0,0,0,0,0,708,534,485,166,0,14,700,665,8,43,100.0,58.6,81.0,6.0,1.7,1.4,66.3,88.4,33.7,11.6,100.0,58.6,81.0,6.0,1.7,1.4,66.3,88.4,33.7,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,23,17,6,1,1,28,21,43,23,17,6,1,1,28,21,0,0,0,0,0,0,0,0,29.0,50.4,41.3,71.1,29.0,50.4,40.1,68.2,29.0,50.4,41.3,71.1,29.0,50.4,40.1,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210601146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-06-01T00:00:00.000,2021 Report Week 22,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2819,1533,2372,45,60,36,1638,2453,1181,366,2819,1533,2372,45,60,36,1638,2453,1181,366,0,0,0,0,0,0,0,0,0,0,-846,-726,-573,-172,7,0,-891,-745,45,-101,100.0,54.4,84.1,1.6,2.1,1.3,58.1,87.0,41.9,13.0,100.0,54.4,84.1,1.6,2.1,1.3,58.1,87.0,41.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,21,15,4,1,1,23,19,38,21,15,4,1,1,23,19,0,0,0,0,0,0,0,0,25.2,54.2,37.3,72.6,25.2,54.2,37.2,72.6,25.2,54.2,37.3,72.6,25.2,54.2,37.2,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210525146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-05-25T00:00:00.000,2021 Report Week 21,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,3665,2259,2945,217,53,36,2529,3198,1136,467,3665,2259,2945,217,53,36,2529,3198,1136,467,0,0,0,0,0,0,0,0,0,0,696,542,540,52,53,0,647,592,49,104,100.0,61.6,80.4,5.9,1.4,1.0,69.0,87.3,31.0,12.7,100.0,61.6,80.4,5.9,1.4,1.0,69.0,87.3,31.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,24,17,8,1,1,30,22,44,24,17,8,1,1,30,22,0,0,0,0,0,0,0,0,32.0,50.0,44.1,70.3,32.0,50.0,43.2,68.4,32.0,50.0,44.1,70.3,32.0,50.0,43.2,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210518146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-05-18T00:00:00.000,2021 Report Week 20,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2969,1717,2405,165,0,36,1882,2606,1087,363,2969,1717,2405,165,0,36,1882,2606,1087,363,0,0,0,0,0,0,0,0,0,0,126,244,196,30,-55,0,219,226,-93,-100,100.0,57.8,81.0,5.6,0.0,1.2,63.4,87.8,36.6,12.2,100.0,57.8,81.0,5.6,0.0,1.2,63.4,87.8,36.6,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,20,15,7,0,1,25,19,37,20,15,7,0,1,25,19,0,0,0,0,0,0,0,0,29.7,56.2,42.4,72.2,29.7,56.2,42.4,71.8,29.7,56.2,42.4,72.2,29.7,56.2,42.4,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210511146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-05-11T00:00:00.000,2021 Report Week 19,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2843,1473,2209,135,55,36,1663,2380,1180,463,2843,1473,2209,135,55,36,1663,2380,1180,463,0,0,0,0,0,0,0,0,0,0,427,176,360,43,25,-42,244,361,183,66,100.0,51.8,77.7,4.7,1.9,1.3,58.5,83.7,41.5,16.3,100.0,51.8,77.7,4.7,1.9,1.3,58.5,83.7,41.5,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,18,13,7,1,1,23,17,33,18,13,7,1,1,23,17,0,0,0,0,0,0,0,0,26.6,54.4,38.7,72.7,26.6,54.4,38.7,71.5,26.6,54.4,38.7,72.7,26.6,54.4,38.7,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210504146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-05-04T00:00:00.000,2021 Report Week 18,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2416,1297,1849,92,30,78,1419,2019,997,397,2416,1297,1849,92,30,78,1419,2019,997,397,0,0,0,0,0,0,0,0,0,0,-259,23,-213,-174,5,51,-146,-336,-113,77,100.0,53.7,76.5,3.8,1.2,3.2,58.7,83.6,41.3,16.4,100.0,53.7,76.5,3.8,1.2,3.2,58.7,83.6,41.3,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,19,10,4,1,2,22,14,32,19,10,4,1,2,22,14,0,0,0,0,0,0,0,0,27.2,53.0,37.8,74.4,27.2,53.0,37.8,73.7,27.2,53.0,37.8,74.4,27.2,53.0,37.8,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210427146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-04-27T00:00:00.000,2021 Report Week 17,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2675,1274,2062,266,25,27,1565,2355,1110,320,2675,1274,2062,266,25,27,1565,2355,1110,320,0,0,0,0,0,0,0,0,0,0,641,349,440,136,25,27,510,603,131,38,100.0,47.6,77.1,9.9,0.9,1.0,58.5,88.0,41.5,12.0,100.0,47.6,77.1,9.9,0.9,1.0,58.5,88.0,41.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,19,13,7,1,1,24,17,34,19,13,7,1,1,24,17,0,0,0,0,0,0,0,0,25.2,59.3,39.3,76.4,24.3,59.3,34.9,71.4,25.2,59.3,39.3,76.4,24.3,59.3,34.9,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210420146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-04-20T00:00:00.000,2021 Report Week 16,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2034,925,1622,130,0,0,1055,1752,979,282,2034,925,1622,130,0,0,1055,1752,979,282,0,0,0,0,0,0,0,0,0,0,17,2,-24,-28,0,0,-26,-52,43,69,100.0,45.5,79.7,6.4,0.0,0.0,51.9,86.1,48.1,13.9,100.0,45.5,79.7,6.4,0.0,0.0,51.9,86.1,48.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,14,9,4,0,0,16,11,23,14,9,4,0,0,16,11,0,0,0,0,0,0,0,0,29.5,67.4,40.2,82.1,27.1,67.4,36.8,78.8,29.5,67.4,40.2,82.1,27.1,67.4,36.8,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210413146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-04-13T00:00:00.000,2021 Report Week 15,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,2017,923,1646,158,0,0,1081,1804,936,213,2017,923,1646,158,0,0,1081,1804,936,213,0,0,0,0,0,0,0,0,0,0,245,59,53,92,0,0,151,145,94,100,100.0,45.8,81.6,7.8,0.0,0.0,53.6,89.4,46.4,10.6,100.0,45.8,81.6,7.8,0.0,0.0,53.6,89.4,46.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,10,11,5,0,0,14,13,22,10,11,5,0,0,14,13,0,0,0,0,0,0,0,0,37.5,64.5,46.9,79.7,34.7,64.0,43.1,77.2,37.5,64.5,46.9,79.7,34.7,64.0,43.1,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
210406146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2021-04-06T00:00:00.000,2021 Report Week 14,ETHER CASH SETTLED,146021,CME,CHI,146,ETHER,1772,864,1593,66,0,0,930,1659,842,113,1772,864,1593,66,0,0,930,1659,842,113,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100.0,48.8,89.9,3.7,0.0,0.0,52.5,93.6,47.5,6.4,100.0,48.8,89.9,3.7,0.0,0.0,52.5,93.6,47.5,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,9,12,6,0,0,15,13,22,9,12,6,0,0,15,13,0,0,0,0,0,0,0,0,39.8,66.3,47.2,83.6,39.8,65.2,47.2,82.0,39.8,66.3,47.2,83.6,39.8,65.2,47.2,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
250520146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2025-05-20T00:00:00.000,2025 Report Week 20,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,20036,17671,17515,1307,266,657,19244,19479,792,557,20036,17671,17515,1307,266,657,19244,19479,792,557,0,0,0,0,0,0,0,0,0,0,322,-304,141,524,64,-251,284,414,38,-92,100.0,88.2,87.4,6.5,1.3,3.3,96.0,97.2,4.0,2.8,100.0,88.2,87.4,6.5,1.3,3.3,96.0,97.2,4.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,25,41,16,3,3,40,49,71,25,41,16,3,3,40,49,0,0,0,0,0,0,0,0,83.6,45.7,87.1,61.3,81.2,45.7,84.4,59.1,83.6,45.7,87.1,61.3,81.2,45.7,84.4,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
221018146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2022-10-18T00:00:00.000,2022 Report Week 42,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4052,2936,2934,406,0,185,3342,3525,710,527,4052,2936,2934,406,0,185,3342,3525,710,527,0,0,0,0,0,0,0,0,0,0,181,224,459,-75,0,-132,149,252,32,-71,100.0,72.5,72.4,10.0,0.0,4.6,82.5,87.0,17.5,13.0,100.0,72.5,72.4,10.0,0.0,4.6,82.5,87.0,17.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,17,34,12,0,2,25,43,56,17,34,12,0,2,25,43,0,0,0,0,0,0,0,0,48.9,19.9,63.4,33.6,47.2,19.7,60.4,33.2,48.9,19.9,63.4,33.6,47.2,19.7,60.4,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
221025146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2022-10-25T00:00:00.000,2022 Report Week 43,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4808,2815,3397,803,277,153,3895,4353,913,455,4808,2815,3397,803,277,153,3895,4353,913,455,0,0,0,0,0,0,0,0,0,0,756,-121,463,397,277,-32,553,828,203,-72,100.0,58.5,70.7,16.7,5.8,3.2,81.0,90.5,19.0,9.5,100.0,58.5,70.7,16.7,5.8,3.2,81.0,90.5,19.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,26,32,16,3,2,39,42,64,26,32,16,3,2,39,42,0,0,0,0,0,0,0,0,35.7,33.7,48.2,47.5,34.0,28.3,43.9,40.9,35.7,33.7,48.2,47.5,34.0,28.3,43.9,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
221101146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2022-11-01T00:00:00.000,2022 Report Week 44,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,3279,1625,2353,388,382,167,2395,2908,884,371,3279,1625,2353,388,382,167,2395,2908,884,371,0,0,0,0,0,0,0,0,0,0,-1529,-1190,-1044,-415,105,14,-1500,-1445,-29,-84,100.0,49.6,71.8,11.8,11.6,5.1,73.0,88.7,27.0,11.3,100.0,49.6,71.8,11.8,11.6,5.1,73.0,88.7,27.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,25,27,12,2,2,36,34,58,25,27,12,2,2,36,34,0,0,0,0,0,0,0,0,24.9,32.0,38.8,47.5,24.9,28.5,37.0,44.0,24.9,32.0,38.8,47.5,24.9,28.5,37.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
221108146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2022-11-08T00:00:00.000,2022 Report Week 45,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,3246,1726,2129,511,88,167,2325,2807,921,439,3246,1726,2129,511,88,167,2325,2807,921,439,0,0,0,0,0,0,0,0,0,0,-33,101,-224,123,-294,0,-70,-101,37,68,100.0,53.2,65.6,15.7,2.7,5.1,71.6,86.5,28.4,13.5,100.0,53.2,65.6,15.7,2.7,5.1,71.6,86.5,28.4,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,25,23,14,1,2,32,34,52,25,23,14,1,2,32,34,0,0,0,0,0,0,0,0,26.4,26.7,38.5,44.3,21.3,26.7,31.7,43.4,26.4,26.7,38.5,44.3,21.3,26.7,31.7,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
